match,result,turned_cards,number_of_battles
170139,B,135,41
170140,A,41,13
170141,A,31,9
170142,A,31,9
170143,A,31,10
170144,A,55,15
170145,A,45,13
170146,B,108,31
170147,B,95,29
170148,B,50,14
170149,B,52,15
170150,A,57,16
170151,B,83,25
170152,B,112,32
170153,A,35,10
170154,A,57,17
170155,A,49,15
170156,A,46,14
170157,B,55,16
170158,B,16,6
170159,A,127,42
170160,A,49,15
170161,A,100,32
170162,A,33,9
170163,A,33,9
170164,A,33,10
170165,A,36,11
170166,A,36,11
170167,A,36,11
170168,A,36,11
170169,A,35,11
170170,A,34,11
170171,A,35,12
170172,B,128,37
170173,B,78,22
170174,B,43,12
170175,B,39,10
170176,B,90,26
170177,B,43,12
170178,A,53,15
170179,A,56,16
170180,A,37,9
170181,A,58,16
170182,A,63,20
170183,A,37,9
170184,A,53,15
170185,A,57,17
170186,B,119,35
170187,B,17,6
170188,A,52,14
170189,A,54,16
170190,A,126,36
170191,B,17,6
170192,A,52,15
170193,A,65,19
170194,A,35,9
170195,A,35,9
170196,A,39,11
170197,A,58,17
170198,B,69,20
170199,A,35,9
170200,A,35,9
170201,A,39,11
170202,A,44,12
170203,A,56,16
170204,A,121,36
170205,A,47,14
170206,A,40,11
170207,A,29,8
170208,A,42,12
170209,A,71,21
170210,B,103,31
170211,A,112,35
170212,A,138,42
170213,A,29,8
170214,A,107,32
170215,A,39,12
170216,A,38,12
170217,A,88,27
170218,A,57,17
170219,A,53,17
170220,A,37,12
170221,A,160,50
170222,A,66,20
170223,A,58,18
170224,A,113,35
170225,B,101,31
170226,B,62,20
170227,A,123,39
170228,B,34,10
170229,A,67,20
170230,A,52,15
170231,A,36,11
170232,A,34,10
170233,A,35,11
170234,A,32,10
170235,A,35,11
170236,A,56,16
170237,A,40,12
170238,A,39,12
170239,A,38,12
170240,A,57,17
170241,A,36,12
170242,A,56,18
170243,A,95,32
170244,A,71,19
170245,B,41,12
170246,B,41,12
170247,B,44,13
170248,B,45,13
170249,B,47,14
170250,A,45,13
170251,A,53,15
170252,B,55,16
170253,A,44,13
170254,A,40,12
170255,A,55,15
170256,A,51,14
170257,A,76,21
170258,B,16,6
170259,A,45,13
170260,A,51,15
170261,B,75,23
170262,A,31,9
170263,A,31,9
170264,A,31,9
170265,A,32,9
170266,A,43,13
170267,A,42,13
170268,B,75,23
170269,A,32,9
170270,A,32,9
170271,A,31,10
170272,A,52,16
170273,A,76,24
170274,A,38,12
170275,A,40,13
170276,B,85,26
170277,A,36,12
170278,A,52,17
170279,B,85,27
170280,B,19,5
170281,B,19,5
170282,B,19,5
170283,B,18,4
170284,B,18,4
170285,B,18,4
170286,B,18,4
170287,B,18,4
170288,B,18,4
170289,B,18,4
170290,B,18,4
170291,B,18,4
170292,A,63,19
170293,B,122,39
170294,A,66,20
170295,B,19,5
170296,B,18,5
170297,B,18,5
170298,B,19,5
170299,B,19,5
170300,B,18,5
170301,B,18,5
170302,B,18,5
170303,B,18,5
170304,A,112,33
170305,B,112,35
170306,A,60,17
170307,B,19,5
170308,B,20,6
170309,B,19,6
170310,B,19,5
170311,B,19,5
170312,B,18,5
170313,B,18,5
170314,B,18,5
170315,B,18,5
170316,A,76,20
170317,B,85,26
170318,A,131,38
170319,B,91,27
170320,B,74,22
170321,A,75,21
170322,B,19,5
170323,B,19,5
170324,B,20,6
170325,B,19,6
170326,B,20,6
170327,B,19,6
170328,B,19,5
170329,B,19,5
170330,B,18,5
170331,B,18,5
170332,B,18,5
170333,B,18,5
170334,B,19,5
170335,B,19,5
170336,B,18,5
170337,B,18,5
170338,B,18,5
170339,B,18,5
170340,B,23,7
170341,B,48,14
170342,B,23,7
170343,B,19,5
170344,B,18,5
170345,B,18,5
170346,B,19,5
170347,B,19,5
170348,B,18,5
170349,B,18,5
170350,B,18,5
170351,B,18,5
170352,A,40,12
170353,B,63,20
170354,B,80,25
170355,A,44,14
170356,B,19,6
170357,B,18,6
170358,A,41,13
170359,A,40,12
170360,B,65,21
170361,A,74,23
170362,B,65,21
170363,A,38,12
170364,A,44,14
170365,B,19,6
170366,B,18,6
170367,A,200,62
170368,B,19,6
170369,B,18,6
170370,B,39,11
170371,A,63,17
170372,A,54,15
170373,A,100,30
170374,A,76,24
170375,A,146,47
170376,B,40,12
170377,A,84,24
170378,B,150,43
170379,B,39,12
170380,A,58,17
170381,A,104,31
170382,B,19,5
170383,B,18,5
170384,B,18,5
170385,B,62,17
170386,B,19,6
170387,B,18,6
170388,A,81,25
170389,A,131,40
170390,B,18,5
170391,B,18,5
170392,B,18,5
170393,B,18,5
170394,B,17,5
170395,B,17,5
170396,B,17,5
170397,B,17,5
170398,B,17,5
170399,B,17,5
170400,B,114,36
170401,A,63,18
170402,B,42,12
170403,A,60,17
170404,B,90,28
170405,A,59,16
170406,A,122,35
170407,A,102,29
170408,B,132,40
170409,A,66,20
170410,A,85,25
170411,B,97,29
170412,A,60,18
170413,A,55,16
170414,A,71,21
170415,A,63,19
170416,A,68,21
170417,B,132,40
170418,A,57,17
170419,B,86,25
170420,A,85,25
170421,A,172,51
170422,B,59,17
170423,B,67,18
170424,B,19,5
170425,B,19,5
170426,B,18,5
170427,B,18,5
170428,B,18,5
170429,B,18,5
170430,B,57,16
170431,B,19,6
170432,B,18,6
170433,B,62,17
170434,B,19,6
170435,B,18,6
170436,B,76,23
170437,B,105,31
170438,B,18,5
170439,B,18,5
170440,B,18,5
170441,B,18,5
170442,B,17,5
170443,B,17,5
170444,B,17,5
170445,B,17,5
170446,B,17,5
170447,B,17,5
170448,B,93,26
170449,B,120,35
170450,B,18,5
170451,B,18,5
170452,B,18,5
170453,B,18,5
170454,B,17,5
170455,B,17,5
170456,B,17,5
170457,B,17,5
170458,B,17,5
170459,B,17,5
170460,B,69,20
170461,B,49,14
170462,B,51,15
170463,B,19,5
170464,B,18,5
170465,B,18,5
170466,B,19,5
170467,B,19,5
170468,B,18,5
170469,B,18,5
170470,B,18,5
170471,B,18,5
170472,B,89,28
170473,B,42,12
170474,B,62,18
170475,A,96,29
170476,B,19,6
170477,B,18,6
170478,A,132,42
170479,B,72,22
170480,B,44,13
170481,B,44,13
170482,B,218,67
170483,B,47,14
170484,B,88,27
170485,B,19,6
170486,B,18,6
170487,A,104,31
170488,B,19,6
170489,B,18,6
170490,B,71,23
170491,B,95,31
170492,A,231,74
170493,A,36,11
170494,A,36,11
170495,A,37,12
170496,A,43,13
170497,B,77,23
170498,B,18,6
170499,B,17,6
170500,A,131,42
170501,B,99,30
170502,B,93,29
170503,A,39,12
170504,B,113,37
170505,A,47,16
170506,A,36,11
170507,A,36,11
170508,A,37,12
170509,A,36,11
170510,A,36,11
170511,A,36,11
170512,A,46,14
170513,B,80,25
170514,B,18,6
170515,B,17,6
170516,A,43,13
170517,A,35,11
170518,B,18,6
170519,B,17,6
170520,B,23,7
170521,B,22,6
170522,B,22,6
170523,B,23,7
170524,A,41,12
170525,B,22,7
170526,B,52,15
170527,B,23,7
170528,B,52,14
170529,B,84,25
170530,A,112,37
170531,B,22,7
170532,B,19,5
170533,B,18,5
170534,B,18,5
170535,B,69,22
170536,B,19,6
170537,B,18,6
170538,B,81,26
170539,A,39,11
170540,B,18,5
170541,B,18,5
170542,B,18,5
170543,B,18,5
170544,B,17,5
170545,B,17,5
170546,B,17,5
170547,B,17,5
170548,B,17,5
170549,B,17,5
170550,A,41,13
170551,A,141,44
170552,A,40,13
170553,A,48,16
170554,A,38,12
170555,A,40,13
170556,A,47,15
170557,A,45,14
170558,B,18,6
170559,B,17,6
170560,A,95,28
170561,A,40,12
170562,B,160,49
170563,B,77,24
170564,A,39,12
170565,A,39,12
170566,B,68,22
170567,A,38,12
170568,A,39,13
170569,A,36,11
170570,B,90,28
170571,B,49,15
170572,B,89,26
170573,B,19,6
170574,B,18,6
170575,B,47,14
170576,A,46,15
170577,A,89,28
170578,B,18,6
170579,B,17,6
170580,A,88,24
170581,A,80,22
170582,B,45,13
170583,A,167,49
170584,A,74,21
170585,A,99,28
170586,B,50,15
170587,B,67,20
170588,A,68,21
170589,A,125,38
170590,A,69,21
170591,A,67,21
170592,B,66,19
170593,A,121,35
170594,A,85,25
170595,A,118,37
170596,A,118,36
170597,A,92,27
170598,B,73,21
170599,B,56,15
170600,B,83,25
170601,A,104,30
170602,B,86,25
170603,B,82,23
170604,A,41,10
170605,A,40,10
170606,B,45,13
170607,B,70,20
170608,A,56,17
170609,A,69,21
170610,B,134,38
170611,B,62,18
170612,B,79,25
170613,B,94,28
170614,B,71,21
170615,B,77,23
170616,B,79,23
170617,A,48,14
170618,B,65,18
170619,B,70,20
170620,B,123,36
170621,A,70,22
170622,B,84,24
170623,B,66,19
170624,B,121,36
170625,B,62,19
170626,B,58,16
170627,A,176,54
170628,A,41,11
170629,A,103,30
170630,A,129,37
170631,B,65,18
170632,B,45,13
170633,A,113,34
170634,B,132,41
170635,B,77,23
170636,B,77,24
170637,B,124,37
170638,B,67,19
170639,B,117,37
170640,B,24,7
170641,B,24,7
170642,B,18,5
170643,B,18,5
170644,B,18,5
170645,B,18,5
170646,B,17,5
170647,B,17,5
170648,B,17,5
170649,B,17,5
170650,B,17,5
170651,B,17,5
170652,B,44,14
170653,B,99,29
170654,B,18,6
170655,B,17,6
170656,A,85,25
170657,B,60,17
170658,B,18,6
170659,B,17,6
170660,A,57,16
170661,A,43,12
170662,B,133,39
170663,A,139,44
170664,A,41,11
170665,A,215,64
170666,B,17,5
170667,B,17,5
170668,B,17,5
170669,B,17,5
170670,B,17,5
170671,B,17,5
170672,B,16,5
170673,B,16,5
170674,B,16,5
170675,B,16,5
170676,B,16,5
170677,B,16,5
170678,B,16,5
170679,B,16,5
170680,B,112,32
170681,A,96,27
170682,B,118,34
170683,B,86,28
170684,A,67,18
170685,B,107,31
170686,B,17,5
170687,B,17,5
170688,B,17,5
170689,B,17,5
170690,B,17,5
170691,B,17,5
170692,B,16,5
170693,B,16,5
170694,B,16,5
170695,B,16,5
170696,B,16,5
170697,B,16,5
170698,B,16,5
170699,B,16,5
170700,B,46,12
170701,B,45,12
170702,B,45,12
170703,B,19,5
170704,B,18,5
170705,B,18,5
170706,B,19,5
170707,B,19,5
170708,B,18,5
170709,B,18,5
170710,B,18,5
170711,B,18,5
170712,B,65,19
170713,B,47,13
170714,B,267,80
170715,B,53,16
170716,B,19,6
170717,B,18,6
170718,A,87,26
170719,A,73,22
170720,B,90,27
170721,B,47,13
170722,A,102,30
170723,A,66,19
170724,A,42,12
170725,B,19,6
170726,B,18,6
170727,A,40,12
170728,B,19,6
170729,B,18,6
170730,B,83,26
170731,A,106,33
170732,A,60,18
170733,A,35,10
170734,A,73,22
170735,B,44,13
170736,B,83,27
170737,B,108,34
170738,B,18,6
170739,B,17,6
170740,B,144,45
170741,B,91,27
170742,B,69,20
170743,B,58,17
170744,A,69,21
170745,A,58,18
170746,A,39,12
170747,A,89,26
170748,B,68,20
170749,B,69,21
170750,B,44,12
170751,B,72,20
170752,B,65,20
170753,A,78,25
170754,B,18,6
170755,B,17,6
170756,B,60,19
170757,B,55,17
170758,B,18,6
170759,B,17,6
170760,B,23,7
170761,A,89,27
170762,B,22,7
170763,B,59,17
170764,A,100,32
170765,B,62,20
170766,B,56,17
170767,B,70,22
170768,B,18,6
170769,B,17,6
170770,B,67,20
170771,A,38,12
170772,A,39,13
170773,A,36,12
170774,B,53,18
170775,A,124,36
170776,B,43,13
170777,B,76,23
170778,A,37,11
170779,A,76,21
170780,B,44,12
170781,A,36,11
170782,B,63,21
170783,B,63,21
170784,B,45,13
170785,B,44,12
170786,A,77,24
170787,A,71,23
170788,A,38,12
170789,A,34,10
170790,A,35,11
170791,B,201,61
170792,A,38,12
170793,A,34,10
170794,A,35,11
170795,B,89,29
170796,A,42,13
170797,B,68,24
170798,B,17,6
170799,B,16,6
170800,A,47,15
170801,B,48,15
170802,B,170,53
170803,B,17,6
170804,B,16,6
170805,B,46,13
170806,B,46,13
170807,B,25,7
170808,A,156,45
170809,B,83,24
170810,B,46,13
170811,B,44,11
170812,B,44,11
170813,B,46,13
170814,B,51,14
170815,B,49,13
170816,B,51,14
170817,B,19,5
170818,B,18,5
170819,B,18,5
170820,B,57,17
170821,B,19,6
170822,B,18,6
170823,A,103,31
170824,A,60,18
170825,B,18,5
170826,B,18,5
170827,B,18,5
170828,B,18,5
170829,B,17,5
170830,B,17,5
170831,B,17,5
170832,B,17,5
170833,B,17,5
170834,B,17,5
170835,A,53,17
170836,A,52,16
170837,A,71,23
170838,A,36,11
170839,B,86,27
170840,B,47,14
170841,A,35,11
170842,A,84,27
170843,B,18,6
170844,B,17,6
170845,B,56,16
170846,A,52,16
170847,B,72,21
170848,A,87,28
170849,A,65,19
170850,B,110,35
170851,A,36,11
170852,B,94,29
170853,B,253,78
170854,B,54,16
170855,B,46,12
170856,A,130,37
170857,A,106,30
170858,B,19,6
170859,B,18,6
170860,B,47,14
170861,B,190,58
170862,B,89,26
170863,B,18,6
170864,B,17,6
170865,B,23,7
170866,A,43,13
170867,B,22,7
170868,A,146,43
170869,B,59,18
170870,B,131,42
170871,A,61,18
170872,B,67,21
170873,B,18,6
170874,B,17,6
170875,A,44,14
170876,A,38,12
170877,B,58,18
170878,A,36,12
170879,A,43,14
170880,A,65,19
170881,B,49,15
170882,B,78,24
170883,A,57,17
170884,B,67,19
170885,B,51,14
170886,B,110,33
170887,B,112,32
170888,A,86,26
170889,B,54,15
170890,A,113,36
170891,B,47,13
170892,A,46,15
170893,A,35,11
170894,A,35,11
170895,A,36,12
170896,B,64,20
170897,A,34,10
170898,A,71,22
170899,B,44,13
170900,B,43,13
170901,A,81,24
170902,B,18,6
170903,B,17,6
170904,B,45,14
170905,A,46,15
170906,B,56,17
170907,A,34,11
170908,B,17,6
170909,B,16,6
170910,B,23,7
170911,B,23,7
170912,B,23,7
170913,B,23,7
170914,B,22,6
170915,B,22,6
170916,B,23,7
170917,B,23,7
170918,B,89,27
170919,B,22,7
170920,B,80,24
170921,B,22,7
170922,B,22,6
170923,B,22,6
170924,B,125,40
170925,B,22,7
170926,B,111,34
170927,B,22,7
170928,A,46,14
170929,A,79,24
170930,B,21,6
170931,B,21,6
170932,B,21,6
170933,B,21,6
170934,A,40,11
170935,A,66,19
170936,B,23,7
170937,B,104,34
170938,A,42,12
170939,B,22,7
170940,B,78,23
170941,B,22,7
170942,B,65,20
170943,A,41,12
170944,A,41,12
170945,B,21,7
170946,A,61,18
170947,B,45,12
170948,B,72,20
170949,B,54,15
170950,A,43,13
170951,B,22,7
170952,B,23,7
170953,B,77,22
170954,B,67,19
170955,A,41,12
170956,B,110,34
170957,B,21,7
170958,A,42,13
170959,B,47,12
170960,B,77,22
170961,B,73,21
170962,B,23,7
170963,A,69,20
170964,B,23,7
170965,B,49,13
170966,B,79,22
170967,B,52,14
170968,B,22,7
170969,A,73,23
170970,B,24,7
170971,B,24,7
170972,B,18,5
170973,B,18,5
170974,B,18,5
170975,B,18,5
170976,B,17,5
170977,B,17,5
170978,B,17,5
170979,B,17,5
170980,B,17,5
170981,B,17,5
170982,A,104,34
170983,B,65,21
170984,B,18,6
170985,B,17,6
170986,B,111,36
170987,B,149,46
170988,B,18,6
170989,B,17,6
170990,A,49,15
170991,A,48,15
170992,A,60,19
170993,A,43,14
170994,B,69,22
170995,A,38,11
170996,B,17,5
170997,B,17,5
170998,B,17,5
170999,B,17,5
171000,B,17,5
171001,B,17,5
171002,B,16,5
171003,B,16,5
171004,B,16,5
171005,B,16,5
171006,B,16,5
171007,B,16,5
171008,B,16,5
171009,B,16,5
171010,A,88,28
171011,A,69,21
171012,A,84,26
171013,A,253,78
171014,B,66,21
171015,A,39,11
171016,B,17,5
171017,B,17,5
171018,B,17,5
171019,B,17,5
171020,B,17,5
171021,B,17,5
171022,B,16,5
171023,B,16,5
171024,B,16,5
171025,B,16,5
171026,B,16,5
171027,B,16,5
171028,B,16,5
171029,B,16,5
171030,A,62,19
171031,A,84,25
171032,B,97,30
171033,A,38,11
171034,A,61,18
171035,A,37,11
171036,A,42,13
171037,A,128,41
171038,A,39,13
171039,A,47,15
171040,A,73,24
171041,A,39,13
171042,B,64,22
171043,A,49,16
171044,A,37,12
171045,A,40,14
171046,A,36,11
171047,A,36,11
171048,A,38,12
171049,A,37,12
171050,A,49,16
171051,A,48,16
171052,A,38,12
171053,B,17,6
171054,B,16,6
171055,B,115,36
171056,B,66,22
171057,B,74,24
171058,B,17,6
171059,B,16,6
171060,A,60,18
171061,B,89,26
171062,B,88,26
171063,A,82,26
171064,A,37,11
171065,A,37,11
171066,A,61,19
171067,B,90,28
171068,A,103,31
171069,B,120,37
171070,A,39,12
171071,A,39,13
171072,A,50,16
171073,A,50,16
171074,A,37,12
171075,A,39,13
171076,A,36,11
171077,A,36,11
171078,B,83,23
171079,B,75,22
171080,B,66,19
171081,B,66,19
171082,B,18,6
171083,B,17,6
171084,B,65,20
171085,A,51,17
171086,B,66,22
171087,A,51,17
171088,B,17,6
171089,B,16,6
171090,A,59,18
171091,A,60,18
171092,B,81,25
171093,B,104,33
171094,A,38,11
171095,A,38,11
171096,A,61,18
171097,B,88,26
171098,B,53,17
171099,A,37,11
171100,A,38,12
171101,A,38,12
171102,A,50,16
171103,A,36,11
171104,A,38,12
171105,A,37,12
171106,A,49,16
171107,A,36,11
171108,B,44,13
171109,B,44,13
171110,A,240,73
171111,B,93,27
171112,B,18,6
171113,B,17,6
171114,B,62,19
171115,A,53,17
171116,A,48,16
171117,A,179,54
171118,B,17,6
171119,B,16,6
171120,B,33,8
171121,A,91,27
171122,A,74,22
171123,B,19,5
171124,B,18,5
171125,B,18,5
171126,B,19,5
171127,B,19,5
171128,B,18,5
171129,B,18,5
171130,B,18,5
171131,B,18,5
171132,A,69,19
171133,B,37,11
171134,B,72,20
171135,A,39,11
171136,B,19,6
171137,B,18,6
171138,A,82,24
171139,A,103,30
171140,B,37,11
171141,B,37,11
171142,B,37,11
171143,B,37,11
171144,A,39,11
171145,B,19,6
171146,B,18,6
171147,A,59,16
171148,B,19,6
171149,B,18,6
171150,B,44,13
171151,B,44,13
171152,A,117,36
171153,A,147,43
171154,B,39,12
171155,B,180,54
171156,A,43,12
171157,A,41,12
171158,B,18,6
171159,B,17,6
171160,A,85,24
171161,A,172,52
171162,B,81,22
171163,A,110,34
171164,A,45,13
171165,B,110,34
171166,A,110,34
171167,B,39,12
171168,B,39,12
171169,B,83,24
171170,B,39,12
171171,B,39,12
171172,B,82,25
171173,A,93,29
171174,B,18,6
171175,B,17,6
171176,B,156,47
171177,B,165,52
171178,B,18,6
171179,B,17,6
171180,B,23,7
171181,B,61,19
171182,B,22,7
171183,A,40,12
171184,A,56,18
171185,A,60,19
171186,A,54,17
171187,A,39,12
171188,B,18,6
171189,B,17,6
171190,B,48,15
171191,A,43,14
171192,A,48,15
171193,A,98,29
171194,B,95,32
171195,A,61,18
171196,B,49,15
171197,A,54,16
171198,B,75,23
171199,B,61,18
171200,B,68,20
171201,B,65,18
171202,A,42,13
171203,B,43,13
171204,A,63,19
171205,B,34,10
171206,B,77,23
171207,A,41,13
171208,A,31,9
171209,B,76,23
171210,B,40,12
171211,A,41,13
171212,A,104,33
171213,B,51,15
171214,A,108,31
171215,A,69,21
171216,A,31,9
171217,A,32,10
171218,B,17,6
171219,B,16,6
171220,A,65,21
171221,A,31,9
171222,A,38,12
171223,B,17,6
171224,B,16,6
171225,B,35,11
171226,A,69,20
171227,B,35,11
171228,A,47,13
171229,B,149,46
171230,B,36,10
171231,B,52,16
171232,B,67,21
171233,B,18,6
171234,B,17,6
171235,B,77,25
171236,A,149,45
171237,A,170,55
171238,A,35,11
171239,A,35,12
171240,B,123,35
171241,A,45,15
171242,B,98,30
171243,A,62,20
171244,B,66,22
171245,B,71,25
171246,B,52,16
171247,B,33,9
171248,B,23,7
171249,A,52,17
171250,A,92,27
171251,B,22,7
171252,B,37,12
171253,B,22,7
171254,B,73,23
171255,A,103,31
171256,A,72,22
171257,B,21,7
171258,B,71,21
171259,B,75,23
171260,A,62,19
171261,A,41,13
171262,A,109,34
171263,B,58,18
171264,B,51,15
171265,B,50,15
171266,B,76,23
171267,B,68,21
171268,B,73,23
171269,B,17,6
171270,B,16,6
171271,B,51,17
171272,B,51,17
171273,B,83,26
171274,B,17,6
171275,B,16,6
171276,B,97,30
171277,B,168,51
171278,A,37,12
171279,A,39,13
171280,A,36,12
171281,A,74,24
171282,A,101,30
171283,A,42,13
171284,B,101,33
171285,A,37,12
171286,A,54,16
171287,A,76,26
171288,B,44,12
171289,B,44,12
171290,A,90,27
171291,A,78,24
171292,B,62,18
171293,B,34,9
171294,B,31,8
171295,B,31,8
171296,B,47,13
171297,B,43,11
171298,B,47,13
171299,B,43,11
171300,B,19,5
171301,B,18,5
171302,B,18,5
171303,B,56,17
171304,B,19,6
171305,B,18,6
171306,B,86,25
171307,A,225,68
171308,B,18,5
171309,B,18,5
171310,B,18,5
171311,B,18,5
171312,B,17,5
171313,B,17,5
171314,B,17,5
171315,B,17,5
171316,B,17,5
171317,B,17,5
171318,B,87,27
171319,B,83,25
171320,B,80,25
171321,A,86,26
171322,B,43,12
171323,B,46,14
171324,A,50,15
171325,A,59,17
171326,B,18,6
171327,B,17,6
171328,B,88,26
171329,A,69,19
171330,A,70,22
171331,B,86,25
171332,A,72,23
171333,A,69,19
171334,A,42,12
171335,B,254,77
171336,A,63,19
171337,A,42,14
171338,B,106,32
171339,A,114,31
171340,A,76,22
171341,B,19,6
171342,B,18,6
171343,B,56,16
171344,B,299,90
171345,A,73,21
171346,B,18,6
171347,B,17,6
171348,B,23,7
171349,B,67,20
171350,B,22,7
171351,A,40,12
171352,A,61,19
171353,A,86,25
171354,A,51,15
171355,A,39,12
171356,B,18,6
171357,B,17,6
171358,A,76,23
171359,B,83,25
171360,A,68,22
171361,B,61,20
171362,A,51,15
171363,A,38,11
171364,B,101,29
171365,B,77,22
171366,B,77,22
171367,A,105,29
171368,A,57,18
171369,A,43,13
171370,B,46,13
171371,A,58,19
171372,A,80,23
171373,B,33,10
171374,A,56,17
171375,A,32,9
171376,A,66,21
171377,B,40,12
171378,B,82,24
171379,A,40,12
171380,A,38,12
171381,A,118,35
171382,B,73,20
171383,B,43,13
171384,B,57,17
171385,B,18,6
171386,B,17,6
171387,B,39,11
171388,A,32,10
171389,A,131,38
171390,A,86,27
171391,B,17,6
171392,B,16,6
171393,A,127,40
171394,A,66,19
171395,A,93,28
171396,A,47,13
171397,B,47,14
171398,B,51,15
171399,A,53,15
171400,A,52,16
171401,B,18,6
171402,B,17,6
171403,B,74,22
171404,B,39,11
171405,B,43,13
171406,A,35,11
171407,A,78,24
171408,A,43,13
171409,B,48,15
171410,A,135,43
171411,B,86,29
171412,B,111,36
171413,A,42,14
171414,B,63,20
171415,B,34,10
171416,A,34,10
171417,B,160,49
171418,A,149,46
171419,B,171,50
171420,A,103,31
171421,A,61,19
171422,B,164,53
171423,B,46,13
171424,B,42,12
171425,A,74,22
171426,B,68,19
171427,B,99,30
171428,B,83,26
171429,B,85,27
171430,A,63,20
171431,B,42,12
171432,A,71,21
171433,B,53,16
171434,A,34,11
171435,A,44,15
171436,A,47,15
171437,A,34,11
171438,A,34,11
171439,B,133,41
171440,A,132,41
171441,A,92,28
171442,B,38,11
171443,A,190,58
171444,B,24,7
171445,A,83,26
171446,B,104,31
171447,B,17,6
171448,B,16,6
171449,B,44,14
171450,A,49,16
171451,A,47,15
171452,A,91,29
171453,A,33,11
171454,B,16,6
171455,B,15,6
171456,B,51,16
171457,A,67,19
171458,A,65,18
171459,B,25,7
171460,A,68,19
171461,B,25,7
171462,A,71,20
171463,B,25,7
171464,B,92,27
171465,A,97,30
171466,B,25,7
171467,B,49,14
171468,A,80,24
171469,B,25,7
171470,A,68,19
171471,A,106,30
171472,A,76,23
171473,B,24,7
171474,B,25,7
171475,B,25,7
171476,B,25,7
171477,B,48,14
171478,A,52,16
171479,B,24,7
171480,A,45,13
171481,A,46,13
171482,B,85,25
171483,B,71,20
171484,A,72,21
171485,B,89,27
171486,B,89,26
171487,A,147,45
171488,B,115,34
171489,B,25,7
171490,B,95,29
171491,B,49,15
171492,A,58,17
171493,A,46,13
171494,B,61,18
171495,B,32,9
171496,A,68,20
171497,B,32,9
171498,B,65,18
171499,A,69,19
171500,B,50,14
171501,B,25,7
171502,A,69,21
171503,B,50,14
171504,B,124,38
171505,A,94,30
171506,A,89,25
171507,B,50,14
171508,A,120,35
171509,B,50,14
171510,A,165,47
171511,B,32,9
171512,B,50,14
171513,B,155,44
171514,B,32,9
171515,B,50,14
171516,B,24,7
171517,B,24,7
171518,B,18,5
171519,B,18,5
171520,B,18,5
171521,B,18,5
171522,B,17,5
171523,B,17,5
171524,B,17,5
171525,B,17,5
171526,B,17,5
171527,B,17,5
171528,B,140,43
171529,B,81,24
171530,B,18,6
171531,B,17,6
171532,A,119,37
171533,B,113,35
171534,B,18,6
171535,B,17,6
171536,A,60,18
171537,A,71,22
171538,A,53,15
171539,A,43,13
171540,B,93,30
171541,A,123,38
171542,B,17,5
171543,B,17,5
171544,B,17,5
171545,B,17,5
171546,B,17,5
171547,B,17,5
171548,B,16,5
171549,B,16,5
171550,B,16,5
171551,B,16,5
171552,B,16,5
171553,B,16,5
171554,B,16,5
171555,B,16,5
171556,A,44,13
171557,A,46,14
171558,B,121,38
171559,A,46,14
171560,A,44,13
171561,B,195,57
171562,B,17,5
171563,B,17,5
171564,B,17,5
171565,B,17,5
171566,B,17,5
171567,B,17,5
171568,B,16,5
171569,B,16,5
171570,B,16,5
171571,B,16,5
171572,B,16,5
171573,B,16,5
171574,B,16,5
171575,B,16,5
171576,A,44,13
171577,A,36,10
171578,B,96,28
171579,A,50,16
171580,A,67,21
171581,A,50,16
171582,A,79,24
171583,B,64,20
171584,B,99,30
171585,B,48,15
171586,A,52,17
171587,A,69,23
171588,A,35,11
171589,A,36,11
171590,A,55,17
171591,B,81,25
171592,A,34,10
171593,A,60,19
171594,A,131,38
171595,A,67,19
171596,A,35,11
171597,A,35,11
171598,A,52,17
171599,B,17,6
171600,B,16,6
171601,A,35,11
171602,A,35,11
171603,A,43,13
171604,B,17,6
171605,B,16,6
171606,A,124,38
171607,A,36,10
171608,B,61,18
171609,A,88,28
171610,A,51,16
171611,B,95,30
171612,A,83,24
171613,A,59,18
171614,A,54,17
171615,A,51,16
171616,A,51,16
171617,A,51,17
171618,A,35,11
171619,A,35,11
171620,B,116,35
171621,A,67,21
171622,A,52,15
171623,A,57,18
171624,B,42,11
171625,B,45,13
171626,B,76,23
171627,B,63,19
171628,B,18,6
171629,B,17,6
171630,B,53,16
171631,A,35,11
171632,B,167,50
171633,B,86,27
171634,B,17,6
171635,B,16,6
171636,B,86,27
171637,A,125,37
171638,B,52,16
171639,A,112,35
171640,B,76,22
171641,A,118,36
171642,B,65,19
171643,A,126,38
171644,B,89,28
171645,B,133,41
171646,B,96,30
171647,B,67,20
171648,A,35,11
171649,A,43,13
171650,B,42,12
171651,B,54,16
171652,A,85,26
171653,A,38,12
171654,A,112,33
171655,B,44,12
171656,B,77,22
171657,A,84,24
171658,B,18,6
171659,B,17,6
171660,B,49,15
171661,A,33,10
171662,A,56,17
171663,A,127,38
171664,B,17,6
171665,B,16,6
171666,B,53,16
171667,B,32,9
171668,B,23,7
171669,A,50,16
171670,B,123,38
171671,B,22,7
171672,B,142,44
171673,B,22,7
171674,B,42,12
171675,B,104,32
171676,A,75,24
171677,B,21,7
171678,A,47,14
171679,A,46,14
171680,A,62,19
171681,A,105,33
171682,A,47,14
171683,B,151,47
171684,B,49,14
171685,B,54,17
171686,A,91,28
171687,A,107,32
171688,A,99,29
171689,B,17,6
171690,B,16,6
171691,A,47,14
